Mixin,Field name,ORIG Field name,Data type,Precision,Multiple,Description,Internal field name,ORIG Internal field name,defaultValue,defaultLanguage,indexInId,indexInParents,queryNames,isInstanciable,isStorage,isDefinition,Has Mixins,Inherits,fieldAndMixins,isHistorizable,isContributable,documentation,maxScan,storageModel,importDefaultOnly,importAutolinkedOnly,useIdForParent,evalAsJs,dontEncodeIdInUri,jsFunctionToEval,isInRefMixin,useIdForRefMixin,useParentForRefMixin,specificToCountryLanguage,queryLimit,aliasedStorageNames,readonly,queryBeforeCreate
orgpufr:OrgPublique_0,org:altName.v,,String,,,,orgpufr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.0.v,,String,,,,orgpufr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.1.v,,String,,,,orgpufr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.2.v,,String,,,,orgpufr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.3.v,,String,,,,orgpufr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:altName.4.v,,String,,,,orgpufr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
orgpufr:OrgPublique_0,org:displayAltName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.v,,String,,,,orgpufr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.0.v,,String,,,,orgpufr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.1.v,,String,,,,orgpufr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.2.v,,String,,,,orgpufr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.3.v,,String,,,,orgpufr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:displayAltName.4.v,,String,,,,orgpufr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,
orgpufr:OrgPublique_0,orgpu:jurisdiction,,geo:Area_0,,,"The country where the organization is located for private organizations, or the scope of action for public organizations (the city for city hall …)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:regNumber,,String,,,Registration number in the juridisdiction ,orgpufr:siret,,,,1,,regnumber,,,,,,,,,,,,,,,,,,,,,,100,org:regNumber,,
orgpufr:OrgPublique_0,org:vatNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,orgpu:officialId,,String,,,,orgpufr:codeInsee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:sector,,String,,,"Possible values = « Public » or « Private », and « Public » is for public authorities only",,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,
orgpufr:OrgPublique_0,org:type,,String,,,"Legal form of the organization such ""SA"", ""PLC"", ""LLC"", ""GmbH"". ""Association"" , ""NGO"", Ideally linked to the jurisdiction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:status,,String,,,"""Normal Activity"", ""Insolvent"", ""Bankrupt"", ""In Receivership"" … Should be a finite list but not found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:activity,,orgact:Activity_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,adrpost:fullAddress,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,adrpost:streetAndNumber,,String,,,Recommandation : use a dash to be splited into several lines,orgpufr:street&Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,adrpost:supField,,String,,,"Additional field, for complex addresses taht require two lines written",orgpufr:supAddress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,adrpost:postCode,,String,,,Name of the City,orgpufr:postCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,adrpost:postName,,geoci:City_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,adrpost:POBox,,String,,,"Postal code including Cedex when necessary (de type geoci:zipCode, mais attention au BP!)",orgpufr:POBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,adrpost:country,,geoco:Country_0,,,Optional ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,adrpost:cedex,,String,,,,orgpufr:cedex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:latitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:longitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:email,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:phoneNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:webSite,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpufr:OrgPublique_0,org:source,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName,,i18n,,,"The legal name of the business, i18n to forecast",,,,fr,,,"orgaltname,regnumber",,false,,orgpr:PrivateOrg_0,,,false,,,,,,,,,,,,,,FR,100,,,
orgprfr:OrgPrivée_0,org:legalName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.v,,String,,,,orgprfr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.0.v,,String,,,,orgprfr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.1.v,,String,,,,orgprfr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.2.v,,String,,,,orgprfr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.3.v,,String,,,,orgprfr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:legalName.4.v,,String,,,,orgprfr:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
orgprfr:OrgPrivée_0,org:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.v,,String,,,,orgprfr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.0.v,,String,,,,orgprfr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.1.v,,String,,,,orgprfr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.2.v,,String,,,,orgprfr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.3.v,,String,,,,orgprfr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayName.4.v,,String,,,,orgprfr:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName,,i18n,,,"A recognized name, other than the legal name such as acronym, ",,,,fr,,,orgaltname,,,,,,,,,,,,,,,,,,,,,,100,,,
orgprfr:OrgPrivée_0,org:altName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.v,,String,,,,orgprfr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.0.v,,String,,,,orgprfr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.1.v,,String,,,,orgprfr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.2.v,,String,,,,orgprfr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.3.v,,String,,,,orgprfr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:altName.4.v,,String,,,,orgprfr:altName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
orgprfr:OrgPrivée_0,org:displayAltName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.v,,String,,,,orgprfr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.0.v,,String,,,,orgprfr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.1.v,,String,,,,orgprfr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.2.v,,String,,,,orgprfr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.3.v,,String,,,,orgprfr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:displayAltName.4.v,,String,,,,orgprfr:displayAlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:country,,geoco:Country_0,,,"The country where the organization is located for private organizations, or the scope of action for public organizations (the city for city hall …)",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,
orgprfr:OrgPrivée_0,org:regNumber,,String,,,Registration number in the juridisdiction ,orgprfr:siret,,,,1,,regnumber,,,,,,,,,,,,,,,,,,,,,,100,org:regNumber,,
orgprfr:OrgPrivée_0,org:vatNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:sector,,String,,,"Possible values = « Public » or « Private », and « Public » is for public authorities only",,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,
orgprfr:OrgPrivée_0,org:type,,String,,,"Legal form of the organization such ""SA"", ""PLC"", ""LLC"", ""GmbH"". ""Association"" , ""NGO"", Ideally linked to the jurisdiction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:status,,String,,,"""Normal Activity"", ""Insolvent"", ""Bankrupt"", ""In Receivership"" … Should be a finite list but not found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:activity,,orgact:Activity_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,adrpost:fullAddress,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,adrpost:streetAndNumber,,String,,,Recommandation : use a dash to be splited into several lines,orgprfr:street&Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,adrpost:supField,,String,,,"Additional field, for complex addresses taht require two lines written",orgprfr:supAddress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,adrpost:postCode,,String,,,Name of the City,orgprfr:postCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,adrpost:postName,,geoci:City_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,adrpost:POBox,,String,,,"Postal code including Cedex when necessary (de type geoci:zipCode, mais attention au BP!)",orgprfr:POBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,adrpost:country,,geoco:Country_0,,,Optional ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,adrpost:cedex,,String,,,,orgprfr:cedex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:latitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:longitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:email,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:phoneNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:webSite,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgprfr:OrgPrivée_0,org:source,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName,,i18n,,,"The legal name of the business, i18n to forecast",,,,bg,,,"orgaltname,regnumber",,false,,orgpu:PublicOrg_0,,,false,,,,,,,,,,,,,,BG,100,,,
orgpubg:ПубличнаОрг_0,org:legalName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.v,,String,,,,orgpubg:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.0.v,,String,,,,orgpubg:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.1.v,,String,,,,orgpubg:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.2.v,,String,,,,orgpubg:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.3.v,,String,,,,orgpubg:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:legalName.4.v,,String,,,,orgpubg:legalName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,
orgpubg:ПубличнаОрг_0,org:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.v,,String,,,,orgpubg:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.0.v,,String,,,,orgpubg:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.1.v,,String,,,,orgpubg:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.2.v,,String,,,,orgpubg:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.3.v,,String,,,,orgpubg:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgpubg:ПубличнаОрг_0,org:displayName.4.v,,String,,,,orgpubg:displayName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
