Mixin,Field name,ORIG Field name,Data type,Precision,Multiple,Description,Internal field name,ORIG Internal field name,defaultValue,defaultLanguage,indexInId,indexInParents,queryNames,isInstanciable,isStorage,isDefinition,Has Mixins,Inherits,fieldAndMixins,isHistorizable,isContributable,documentation,maxScan,storageModel,importDefaultOnly,importAutolinkedOnly,useIdForParent,evalAsJs,dontEncodeIdInUri,jsFunctionToEval,isInRefMixin,useIdForRefMixin,useParentForRefMixin,specificToCountryLanguage,queryLimit,aliasedStorageNames,readonly,queryBeforeCreate,fulltext
geocoma:Bld_0,geoco:idIso,,String,,,NOT defaultValue FR else multiple per row,geocoma:idIso,,,,0,,,,false,,geoco:Country_0,,,,,,,,,,,,,,true,,,AU,,geo:idIso,,,
geocoma:Bld_0,geoco:name,,i18n,,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,"geo:name,odisp:name",,,true
geocoma:Bld_0,geoco:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.v,,String,,,,geocoma:name-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.0.v,,String,,,,geocoma:name-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.1.v,,String,,,,geocoma:name-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.2.v,,String,,,,geocoma:name-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.3.v,,String,,,,geocoma:name-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.4.v,,String,,,,geocoma:name-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.5,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.5.l,,String,,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.5.v,,String,,,,geocoma:name-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.6,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.6.l,,String,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.6.v,,String,,,,geocoma:name-ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.7,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.7.l,,String,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:name.7.v,,String,,,,geocoma:name-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geocoma:Bld_0,geoco:statisticalInstitute,,String,,,,geocoma:statisticalInstitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:idIso,,String,,,NUTS def,,,,,1,,,false,false,,geo:Area_0,,,,,,,,,,,,,,,,,,,geo:idIso,,,
geon:Nuts_0,geon:idStat,,String,,,ex. id insee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:nationalId,,String,,,Actually used in the country ex. tax number in Spain. To specify differently for each country ! OR is (a rule on) (one of the) other fields ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name,,i18n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geo:name,,,true
geon:Nuts_0,geon:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.0.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.1.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.2.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.3.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:name.4.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:country,,geoco:Country_0,,,NO internal field name but autolinking,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,geo:country,,,
geon:Nuts_0,geon:parent,,geon:Nuts_0,,,vide pour NUTS2 (déjà country). anyway NO internal field name but subresource linking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName,,i18n,,,Calculated field according to each country to display the NUTS which allow citizens to uniquely identify it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,,
geon:Nuts_0,geon:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.0.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.1.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.2.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.3.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon:Nuts_0,geon:displayName.4.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2:Nuts2_0,,,,,,NUTS 2 def,,,,,1,,,false,false,,geon:Nuts_0,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:idIso,,String,,,,geon2fr:idIso,,,,1,,,,false,,geon2:Nuts2_0,,,,,,,,,,,,,,,,,FR,,geo:idIso,,,
geon2fr:Région_0,geon:idStat,,String,,,,geon2fr:idStat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:nationalId,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name,,i18n,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,geo:name,,,true
geon2fr:Région_0,geon:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.v,,String,,,,geon2fr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.0.v,,String,,,,geon2fr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.1.v,,String,,,,geon2fr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.2.v,,String,,,,geon2fr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.3.v,,String,,,,geon2fr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:name.4.v,,String,,,,geon2fr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:country,,geoco:Country_0,,,FR URI,,,FR,,0,,,,,,,,,,,,,,,,,,,,,,,,,geo:country,,,
geon2fr:Région_0,geon:displayName,,i18n,,,"Display : «geon2fr:name, geocofr:name», which is a way for citizen to uniquely identify a NUTS 2 in France",,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,,
geon2fr:Région_0,geon:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.v,,String,,,,geon2fr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.0.v,,String,,,,geon2fr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.1.v,,String,,,,geon2fr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.2.v,,String,,,,geon2fr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.3.v,,String,,,,geon2fr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2fr:Région_0,geon:displayName.4.v,,String,,,,geon2fr:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:idIso,,String,,,,geon2it:idIso,,,,1,,,,false,,geon2:Nuts2_0,,,,,,,,,,,,,,,,,IT,,geo:idIso,,,
geon2it:Regione_0,geon:idStat,,String,,,,geon2it:idStat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:nationalId,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name,,i18n,,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,geo:name,,,true
geon2it:Regione_0,geon:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.v,,String,,,,geon2it:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.0.v,,String,,,,geon2it:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.1.v,,String,,,,geon2it:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.2.v,,String,,,,geon2it:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.3.v,,String,,,,geon2it:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:name.4.v,,String,,,,geon2it:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:country,,geoco:Country_0,,,LATER OPT subtype it IT ???,,,IT,,0,,,,,,,,,,,,,,,,,,,,,,,,,geo:country,,,
geon2it:Regione_0,geon:displayName,,i18n,,,"Display : «geon2it:name, geocoit:name», which is a way for citizen to uniquely identify a NUTS 2 in italy",,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,,
geon2it:Regione_0,geon:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.v,,String,,,,geon2it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.0.v,,String,,,,geon2it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.1.v,,String,,,,geon2it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.2.v,,String,,,,geon2it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.3.v,,String,,,,geon2it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2it:Regione_0,geon:displayName.4.v,,String,,,,geon2it:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:idIso,,String,,,,geon2es:idIso,,,,1,,,,false,,geon2:Nuts2_0,,,,,,,,,,,,,,,,,ES,,geo:idIso,,,
geon2es:CommunidadAutonoma_0,geon:nationalId,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name,,i18n,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,geo:name,,,true
geon2es:CommunidadAutonoma_0,geon:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.v,,String,,,,geon2es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.0.v,,String,,,,geon2es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.1.v,,String,,,,geon2es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.2.v,,String,,,,geon2es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.3.v,,String,,,,geon2es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:name.4.v,,String,,,,geon2es:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:country,,geoco:Country_0,,,LATER OPT subtype it ES ???,,,ES,,0,,,,,,,,,,,,,,,,,,,,,,,,,geo:country,,,
geon2es:CommunidadAutonoma_0,geon:displayName,,i18n,,,"Display : «geon2es:name, geocoes:name», which is a way for citizen to uniquely identify a NUTS 2 in Spain",,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,,
geon2es:CommunidadAutonoma_0,geon:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.v,,String,,,,geon2es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.0.v,,String,,,,geon2es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.1.v,,String,,,,geon2es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.2.v,,String,,,,geon2es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.3.v,,String,,,,geon2es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon2es:CommunidadAutonoma_0,geon:displayName.4.v,,String,,,,geon2es:ciDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3:Nuts3_0,,,String,,,NUTS 3 def,,,,,1,,,false,false,,geon:Nuts_0,,,,,,,,,,false,,,,,,,,,,,,
geon3fr:Département_0,geon:idIso,,String,,,,geon3fr:idIso,,,,1,,,,false,,geon3:Nuts3_0,,,,,,,,,,false,,,,,,,FR,,geo:idIso,,,
geon3fr:Département_0,geon:idStat,,String,,,,geon3fr:idStat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3fr:Département_0,geon:nationalId,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3fr:Département_0,geon:name,,i18n,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,geo:name,,,true
geon3fr:Département_0,geon:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3fr:Département_0,geon:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3fr:Département_0,geon:name.v,,String,,,,geon3fr:name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3fr:Département_0,geon:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geon3fr:Département_0,geon:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
